https://fbref.com/en/comps/1/stats/World-Cup-Stats
,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,-9999
718,João Paulo Fernandes,DF,cv Cabo Verde,28,1.ro FCSB,1998,2,1,105,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,afcac9da
719,Aleksandar Pavlovic,MF,de Germany,22,1.de Bayern Munich,2004,4,4,272,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2658c82f
720,Tim Payne,DF,nz New Zealand,32,1.au Wellington,1994,3,3,224,2.5,0,1,1,0,0,0,0,0,0.00,0.40,0.40,0.00,0.40,Matches,4e86877c
721,Nicolás Paz,MF,ar Argentina,21,1.it Como,2004,2,1,71,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,01bb93d5
722,Marcus Pedersen,DF,no Norway,25,1.it Torino,2000,4,1,236,2.6,1,0,1,1,0,0,0,0,0.38,0.00,0.38,0.38,0.38,Matches,596cc50e
723,Pedri,MF,es Spain,23,1.es Barcelona,2002,8,5,499,5.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0d9b2d31
724,Nicolas Pépé,FW,ci Côte d'Ivoire,31,1.es Villarreal,1995,4,3,234,2.6,2,1,3,2,0,0,1,0,0.77,0.38,1.15,0.77,1.15,Matches,57e3f0c7
725,Ricardo Pepi,FW,us USA,23,1.nl PSV,2003,5,2,204,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a2b1ed42
726,Kojo Peprah Oppong,DF,gh Ghana,22,1.fr Nice,2004,2,0,49,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,37a6fdb3
727,Ivan Perišić,MFDF,hr Croatia,37,1.nl PSV,1989,4,4,360,4.0,1,1,2,1,0,0,2,0,0.25,0.25,0.50,0.25,0.50,Matches,6fe90922
728,Jens Petter Hauge,DFFW,no Norway,26,1.no Bodø/Glimt,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,12c35abe
729,Charles Pickel,DFMF,cd Congo DR,29,1.es Espanyol,1997,2,0,35,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f71ad8cb
730,Jordan Pickford,GK,eng England,32,1.eng Everton,1994,7,7,660,7.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4806ec67
731,Pico,DF,cv Cabo Verde,33,1.ie Shamrock,1992,4,4,390,4.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,faef0f92
732,Frantzdy Pierrot,FW,ht Haiti,31,1.tr Rizespor,1995,3,2,143,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,307877be
733,Kevin Pina,MF,cv Cabo Verde,29,1.ru Krasnodar,1997,4,4,349,3.9,1,0,1,1,0,0,1,0,0.26,0.00,0.26,0.26,0.26,Matches,296026ae
734,Wagner Pina,DF,cv Cabo Verde,23,1.tr Trabzonspor,2002,1,1,89,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,9bf22b95
735,Orbelín Pineda,FWMF,mx Mexico,30,1.gr AEK Athens,1996,2,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,411fabd7
736,Yéremy Pino,FWMF,es Spain,23,1.eng Crystal Palace,2002,2,0,70,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,540ec57b
737,Isidro Pitta,FW,py Paraguay,26,1.br RB Bragantino,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e9fc7295
738,Johny Placide,GK,ht Haiti,38,2.fr Bastia,1988,3,3,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,f1666a9d
739,Gonzalo Plata,FW,ec Ecuador,25,1.br Flamengo,2000,4,4,360,4.0,1,0,1,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25,Matches,54bcdeb0
740,Marin Pongračić,DF,hr Croatia,28,1.it Fiorentina,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2a6cd437
741,Jackson Porozo,DF,ec Ecuador,25,1.mx Tijuana,2000,1,0,29,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,7d704e92
742,Pedro Porro,DF,es Spain,26,1.eng Tottenham,1999,6,6,563,6.3,2,0,2,2,0,0,0,0,0.32,0.00,0.32,0.32,0.32,Matches,27d0a506
743,Stefan Posch,DF,at Austria,29,1.de Mainz 05,1997,4,4,331,3.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,7f609bfc
744,Alexander Prass,DFMF,at Austria,25,1.de Hoffenheim,2001,2,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6637e6a7
745,Ángelo Preciado,DFMF,ec Ecuador,28,1.br Atlético Mineiro,1998,4,0,109,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eadc8e4f
746,Ruben Providence,MF,ht Haiti,24,2.nl Almere City,2001,3,3,220,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,26bab383
747,Lukáš Provod,FW,cz Czechia,29,1.cz Slavia Prague,1996,3,1,122,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8f21b7bd
748,Marc Pubill,DF,es Spain,22,1.es Atlético Madrid,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,365113c0
749,Gustavo Puerta,MF,co Colombia,22,2.es Racing Sant,2003,5,5,469,5.2,0,1,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,Matches,2c08cab0
750,Christian Pulisic,MF,us USA,27,1.it Milan,1998,4,3,223,2.5,0,1,1,0,0,0,0,0,0.00,0.40,0.40,0.00,0.40,Matches,1bf33a9a
751,Ahmed Qasem,MFFW,iq Iraq,22,1.us Nashville SC,2003,3,2,123,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,27219ecb
752,Jarell Quansah,DF,eng England,23,1.de Leverkusen,2003,3,3,197,2.2,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches,4125cb98
753,Julián Quiñones,FWMF,mx Mexico,29,1.sa Al-Qadsiah,1997,5,5,410,4.6,4,1,5,4,0,0,0,0,0.88,0.22,1.10,0.88,1.10,Matches,5535c728
754,Alberto Quintero,FWMF,pa Panama,38,1.pa Plaza Amador,1987,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5854ae43
755,Juan Quintero,FWMF,co Colombia,33,1.ar River Plate,1993,4,0,121,1.3,0,1,1,0,0,0,0,0,0.00,0.74,0.74,0.00,0.74,Matches,540d0b37
756,Ramy Rabia,DF,eg Egypt,33,1.ae Al Ain,1993,5,3,372,4.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e32afa36
757,Adrien Rabiot,MF,fr France,31,1.it Milan,1995,7,7,585,6.5,0,1,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches,8794e251
758,Stjepan Radeljić,DF,ba Bosnia–Herz,28,1.hr Rijeka,1997,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,30e03a25
759,Soufiane Rahimi,FW,ma Morocco,30,1.ae Al Ain,1996,6,0,163,1.8,2,1,3,2,0,0,0,0,1.10,0.55,1.66,1.10,1.66,Matches,f126a259
760,Abdul Rahman Baba,DFMF,gh Ghana,31,1.gr PAOK,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,e4086af3
761,Anthony Ralston,DF,sct Scotland,27,1.sct Celtic,1998,2,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,56208b05
762,Gonçalo Ramos,FW,pt Portugal,24,1.fr PSG,2001,2,0,36,0.4,1,0,1,1,0,0,0,0,2.50,0.00,2.50,2.50,2.50,Matches,f63cda26
763,Jiovany Ramos,DF,pa Panama,29,1.ve Puerto Cabello,1997,2,2,166,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,30cda59f
764,Jesse Randall,MF,nz New Zealand,23,1.au Auckland FC,2002,3,0,61,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,513ec88e
765,Raúl Rangel,GK,mx Mexico,26,1.mx Guadalajara,2000,5,5,437,4.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,15f733fb
766,Raphinha,MFFW,br Brazil,29,1.es Barcelona,1996,2,2,129,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,3423f250
767,Nizar Al Rashdan,MF,jo Jordan,27,1.qa Qatar SC,1999,3,3,255,2.8,1,0,1,1,0,0,0,0,0.35,0.00,0.35,0.35,0.35,Matches,feaa0ffd
768,Marcus Rashford,MF,eng England,28,1.es Barcelona,1997,6,3,223,2.5,1,1,2,1,0,0,0,0,0.40,0.40,0.81,0.40,0.81,Matches,a1d5bd30
769,Nicolas Raskin,MF,be Belgium,25,1.sct Rangers,2001,6,3,341,3.8,0,2,2,0,0,0,0,0,0.00,0.53,0.53,0.00,0.53,Matches,dba1f190
770,David Raum,DF,de Germany,28,1.de RB Leipzig,1998,2,1,108,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,7d450ed3
771,Noor Al Rawabdeh,MF,jo Jordan,29,1.my Selangor FA,1997,3,3,270,3.0,0,1,1,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,Matches,3bb06c86
772,Rayan,FWMF,br Brazil,19,1.eng Bournemouth,2006,4,3,288,3.2,0,1,1,0,0,0,0,0,0.00,0.31,0.31,0.00,0.31,Matches,288647fc
773,Iqraam Rayners,FW,za South Africa,30,1.za Sundowns,1995,4,2,161,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,190b0d5e
774,Tim Ream,DF,us USA,38,1.us Charlotte,1987,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,28b40c9c
775,Tijjani Reijnders,MF,nl Netherlands,27,1.eng Manchester City,1998,3,3,199,2.2,0,1,1,0,0,0,0,0,0.00,0.45,0.45,0.00,0.45,Matches,afb61630
776,Omar Rekik,DF,tn Tunisia,24,1.si NK Maribor,2001,2,2,180,2.0,1,0,1,1,0,0,0,0,0.50,0.00,0.50,0.50,0.50,Matches,e69e0f7b
777,Israel Reyes,DF,mx Mexico,26,1.mx América,2000,4,2,202,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0db8bbc4
778,Gio Reyna,MF,us USA,23,1.de Gladbach,2002,5,1,131,1.5,1,0,1,1,0,0,0,0,0.69,0.00,0.69,0.69,0.69,Matches,7fa4e703
779,Ramin Rezaeian,DFMF,ir IR Iran,36,1.ir Foolad,1990,3,3,270,3.0,2,1,3,2,0,0,0,0,0.67,0.33,1.00,0.67,1.00,Matches,c0ae3446
780,Chadi Riad,DF,ma Morocco,22,1.eng Crystal Palace,2003,4,4,344,3.8,0,1,1,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,Matches,b3b9b8b8
781,Declan Rice,MF,eng England,27,1.eng Arsenal,1999,7,7,557,6.2,1,2,3,1,0,0,2,0,0.16,0.32,0.48,0.16,0.48,Matches,1c7012b8
782,Chris Richards,DF,us USA,26,1.eng Crystal Palace,2000,4,4,360,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,0a3d6d2b
783,Fabian Rieder,MFFW,ch Switzerland,24,1.de Augsburg,2002,5,3,302,3.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c2bd8585
784,Richard Ríos,MF,co Colombia,26,1.pt Benfica,2000,5,0,140,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,72da065d
785,Ró-Ró,DF,qa Qatar,35,1.qa Al Sadd,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8735fe66
786,Andy Robertson,DF,sct Scotland,32,1.eng Liverpool,1994,3,3,225,2.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,2e4f5f03
787,Antonee Robinson,DFMF,us USA,28,1.eng Fulham,1997,4,4,348,3.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,289601e6
788,Miles Robinson,DF,us USA,29,1.us FC Cincinnati,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,782a95d9
789,Sergio Rochet,GK,uy Uruguay,33,1.br Internacional,1993,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,81b99b9e
790,Rodri,MF,es Spain,29,1.eng Manchester City,1996,8,8,724,8.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6434f10d
791,Garry Rodrigues,MF,cv Cabo Verde,35,1.cy Apollon Limassol,1990,2,1,76,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,149895bf
792,Brian Rodríguez,FWMF,uy Uruguay,26,1.mx América,2000,3,0,41,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,c86041d7
793,James Rodríguez,FWMF,co Colombia,34,1.us Minnesota Utd,1991,5,5,313,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,715bf047
794,Kevin Rodríguez,FW,ec Ecuador,26,1.be Union SG,2000,4,0,118,1.3,0,1,1,0,0,0,0,0,0.00,0.76,0.76,0.00,0.76,Matches,189fb038
795,Ricardo Rodríguez,DF,ch Switzerland,33,1.es Real Betis,1992,6,6,517,5.7,0,1,1,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,Matches,7f78ad23
796,Tomás Rodríguez,FW,pa Panama,27,1.cr Saprissa,1999,2,1,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,59f97bc8
797,Godfried Roemeratoe,MF,cw Curaçao,26,2.nl RKC Waalwijk,1999,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a646b710
798,Morgan Rogers,MF,eng England,23,1.eng Aston Villa,2002,7,3,339,3.8,0,1,1,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27,Matches,2e5915f1
799,Cristian Romero,DF,ar Argentina,28,1.eng Tottenham,1998,7,7,608,6.8,1,0,1,1,0,0,2,0,0.15,0.00,0.15,0.15,0.15,Matches,a3d94a58
800,Luis Romo,MF,mx Mexico,31,1.mx Guadalajara,1995,4,4,264,2.9,1,1,2,1,0,0,0,0,0.34,0.34,0.68,0.34,0.68,Matches,e590bb10
801,Cristiano Ronaldo,FW,pt Portugal,41,1.sa Al-Nassr,1985,5,5,440,4.9,3,0,3,2,1,1,0,0,0.61,0.00,0.61,0.41,0.41,Matches,dea698d9
802,Eloy Room,GK,cw Curaçao,37,2.us Miami FC,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6b33d86b
803,Marten de Roon,DFMF,nl Netherlands,35,1.it Atalanta,1991,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,2a1beb34
804,Saed Al-Rosan,DF,jo Jordan,29,1.jo Al-Hussein SC,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,f3115445
805,Antonio Rüdiger,DF,de Germany,33,1.es Real Madrid,1993,4,2,262,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,18b896d6
806,Fabián Ruiz Peña,MF,es Spain,30,1.fr PSG,1996,8,4,321,3.6,1,0,1,1,0,0,0,0,0.28,0.00,0.28,0.28,0.28,Matches,c0c7ff58
807,Mathew Ryan,GK,au Australia,34,1.es Levante,1992,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4535e4bb
808,Julian Ryerson,DF,no Norway,28,1.de Dortmund,1997,4,4,223,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,009a4f60
809,Elias Saad,MFFW,tn Tunisia,26,2.de Hannover 96,1999,2,2,116,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,78a2284f
810,Marwane Saâdane,DFMF,ma Morocco,34,1.sa Al-Fateh,1992,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,14f47102
811,Mustafa Saadoon,DF,iq Iraq,25,1.iq Al-Shorta,2001,1,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,928dc5c9
812,Mahmoud Saber,MF,eg Egypt,24,1.eg ZED,2001,2,1,46,0.5,1,0,1,1,0,0,1,0,1.96,0.00,1.96,1.96,1.96,Matches,632c42f5
813,Marcel Sabitzer,MF,at Austria,32,1.de Dortmund,1994,4,4,360,4.0,1,0,1,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25,Matches,e280527c
814,Noah Sadiki,MF,cd Congo DR,21,1.eng Sunderland,2004,4,2,259,2.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,645481cc
815,Michal Sadílek,MF,cz Czechia,27,1.cz Slavia Prague,1999,3,2,183,2.0,1,0,1,1,0,0,0,0,0.49,0.00,0.49,0.49,0.49,Matches,7c9fa389
816,Alexis Saelemaekers,MF,be Belgium,26,1.it Milan,1999,4,1,83,0.9,1,0,1,1,0,0,0,0,1.08,0.00,1.08,1.08,1.08,Matches,ee251371
817,Ismael Saibari,FW,ma Morocco,25,1.nl PSV,2001,5,5,381,4.2,3,0,3,3,0,0,0,0,0.71,0.00,0.71,0.71,0.71,Matches,3ec9f005
818,Bukayo Saka,MF,eng England,24,1.eng Arsenal,2001,7,3,358,4.0,3,3,6,2,1,1,0,0,0.75,0.75,1.51,0.50,1.26,Matches,bc7dc64d
819,Mohamed Salah,FWMF,eg Egypt,33,1.eng Liverpool,1992,5,5,425,4.7,1,2,3,1,0,0,0,0,0.21,0.42,0.64,0.21,0.64,Matches,e342ad68
820,Anass Salah-Eddine,DF,ma Morocco,24,1.nl PSV,2002,4,2,212,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0d274394
821,Nathan Saliba,MF,ca Canada,22,1.be Anderlecht,2004,3,2,182,2.0,1,2,3,1,0,0,1,0,0.49,0.99,1.48,0.49,1.48,Matches,44cfc681
822,William Saliba,DF,fr France,25,1.eng Arsenal,2001,6,6,479,5.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,972aeb2a
823,Shurandy Sambo,DF,cw Curaçao,24,1.nl Sparta R.,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,4b1d5a70
824,Antonio Sanabria,FW,py Paraguay,30,1.it Cremonese,1996,2,1,83,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0a447501
825,Davinson Sánchez,DF,co Colombia,30,1.tr Galatasaray,1996,5,5,480,5.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,da7b447d
826,Jorge Sánchez,DF,mx Mexico,28,1.gr PAOK,1997,4,4,348,3.9,0,1,1,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26,Matches,c8d1c3a5
827,Alex Sandro,DFMF,br Brazil,35,1.br Flamengo,1991,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0d82903c
828,Leroy Sané,MF,de Germany,30,1.tr Galatasaray,1996,4,4,326,3.6,1,0,1,1,0,0,0,0,0.28,0.00,0.28,0.28,0.28,Matches,2b114be3
829,Ibrahim Sangaré,MF,ci Côte d'Ivoire,28,1.eng Nottingham,1997,4,3,268,3.0,0,1,1,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,Matches,bced0375
830,Kaishū Sano,MF,jp Japan,25,1.de Mainz 05,2000,3,3,270,3.0,1,1,2,1,0,0,1,0,0.33,0.33,0.67,0.33,0.67,Matches,7a7a6361
831,Danilo Santos,MF,br Brazil,25,1.br Botafogo–RJ,2001,4,0,46,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,a816dbfb
832,Douglas Santos,DF,br Brazil,32,1.ru Zenit,1994,5,5,441,4.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,c50e5bba
833,Bara Sapoko Ndiaye,MF,sn Senegal,18,1.de Bayern Munich,2007,1,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,fa080d50
834,Ismaila Sarr,MFFW,sn Senegal,28,1.eng Crystal Palace,1998,4,4,364,4.0,4,1,5,4,0,0,0,0,0.99,0.25,1.24,0.99,1.24,Matches,bfdb33aa
835,Farrukh Sayfiev,DFMF,uz Uzbekistan,35,1.uz Neftchi FK,1991,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bad66fb5
836,Amine Sbai,FWMF,ma Morocco,25,1.fr Angers,2000,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,bafbe06a
837,Joe Scally,DF,us USA,23,1.de Gladbach,2002,2,1,87,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,236f02cd
838,Patrik Schick,FW,cz Czechia,30,1.de Leverkusen,1996,3,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5d4f7d61
839,Andreas Schjelderup,FW,no Norway,22,1.pt Benfica,2004,6,2,252,2.8,1,3,4,1,0,0,0,0,0.36,1.07,1.43,0.36,1.43,Matches,a427724f
840,Alexander Schlager,GK,at Austria,30,1.at RB Salzburg,1996,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,6fe5c35b
841,Xaver Schlager,MF,at Austria,28,1.de RB Leipzig,1997,4,4,238,2.6,0,1,1,0,0,0,0,0,0.00,0.38,0.38,0.00,0.38,Matches,8f056768
842,Nico Schlotterbeck,DF,de Germany,26,1.de Dortmund,1999,2,2,135,1.5,1,0,1,1,0,0,0,0,0.67,0.00,0.67,0.67,0.67,Matches,34e12499
843,Romano Schmid,MFFW,at Austria,26,1.de Werder Bremen,2000,4,4,263,2.9,1,0,1,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,Matches,220ace7e
844,Kamogelo Sebelebele,DFMF,za South Africa,23,1.za Orlando Pirates,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,cc014f7d
845,Abdoulaye Seck,DF,sn Senegal,34,1.il Maccabi Haifa,1992,1,1,57,0.6,0,1,1,0,0,0,1,0,0.00,1.58,1.58,0.00,1.58,Matches,f07a0fe5
846,Alidu Seidu,DF,gh Ghana,26,1.fr Rennes,2000,1,0,78,0.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,cea59f02
847,Nicolas Seiwald,MF,at Austria,25,1.de RB Leipzig,2001,4,4,315,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,28c6e925
848,Ayumu Seko,DF,jp Japan,26,1.fr Le Havre,2000,2,1,86,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,5c6a4059
849,Egil Selvik,GK,no Norway,28,2.eng Watford,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,05d89c1c
850,Ken Sema,FWMF,se Sweden,32,1.cy Pafos FC,1993,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1770bd68
851,Nélson Semedo,DFMF,pt Portugal,32,1.tr Fenerbahçe,1993,4,0,127,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,d04b94db
852,Willy Semedo,FW,cv Cabo Verde,32,1.cy AC Omonia,1994,3,1,131,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,d1edc98f
853,Antoine Semenyo,MFFW,gh Ghana,26,1.eng Manchester City,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,efd2ec23
854,Marvin Senaya,DF,gh Ghana,25,1.fr Auxerre,2001,4,4,278,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,1d383c10
855,Marcos Senesi,DF,ar Argentina,29,1.eng Bournemouth,1997,2,1,109,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,35141f4c
856,Igor Sergeev,FW,uz Uzbekistan,33,1.ir Persepolis,1993,3,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,8df41977
857,Jean Seri,MF,ci Côte d'Ivoire,34,1.si NK Maribor,1991,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,10efd0e1
858,Kim Seung-gyu,GK,kr Korea Republic,35,1.jp FC Tokyo,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,eabaafa6
859,Paik Seung-ho,MF,kr Korea Republic,29,2.eng Birmingham City,1997,3,3,204,2.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,1e1bea09
860,Joaquin Seys,DF,be Belgium,21,1.be Club Brugge,2005,1,0,30,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,0beabf0a
861,Jacob Shaffelburg,MF,ca Canada,26,1.us LAFC,1999,5,0,92,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,339a2561
862,Mohammed Abu Al-Shamat,MF,sa Saudi Arabia,23,1.sa Al-Qadsiah,2002,3,1,136,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,dd65e243
863,Lawrence Shankland,FW,sct Scotland,30,1.sct Hearts,1995,2,2,171,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,63b1a176
864,Sharara,FW,jo Jordan,28,1.ma Raja Casablanca,1997,2,0,2,0.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,67e2aed8
